uf,city,estimated_population
BA,Itamari,8035
BA,Itambé,23049
BA,Itanagra,6441
BA,Itanhém,19405
BA,Itaparica,22228
BA,Itapé,8761
BA,Itapebi,10259
BA,Itapetinga,76147
BA,Itapicuru,35576
BA,Itapitanga,10313
BA,Itaquara,8319
BA,Itarantim,19747
BA,Itatim,14487
BA,Itiruçu,12576
BA,Itiúba,36089
BA,Itororó,20382
BA,Ituaçu,18962
BA,Ituberá,28602
BA,Iuiú,10994
BA,Jaborandi,8385
BA,Jacaraci,14842
BA,Jacobina,80518
BA,Jaguaquara,54423
BA,Jaguarari,33570
BA,Jaguaripe,18788
BA,Jandaíra,10709
BA,Jequié,155966
BA,Jeremoabo,40463
BA,Jiquiriçá,14537
BA,Jitaúna,11166
BA,João Dourado,25188
BA,Juazeiro,216707
BA,Jucuruçu,9126
BA,Jussara,15284
BA,Jussari,5833
BA,Jussiape,6186
BA,Lafaiete Coutinho,3724
BA,Lagoa Real,15665
BA,Laje,23840
BA,Lajedão,3955
BA,Lajedinho,3783
BA,Lajedo do Tabocal,8562
BA,Lamarão,8307
BA,Lapão,27223
BA,Lauro de Freitas,198440
BA,Lençóis,11409
BA,Licínio de Almeida,12388
BA,Livramento de Nossa Senhora,45732
BA,Luís Eduardo Magalhães,87519
BA,Macajuba,11348
BA,Macarani,18755
BA,Macaúbas,49826
BA,Macururé,7824
BA,Madre de Deus,21093
BA,Maetinga,3161
BA,Maiquinique,10112
BA,Mairi,18676
BA,Malhada,16845
BA,Malhada de Pedras,8393
BA,Manoel Vitorino,13240
BA,Mansidão,13643
BA,Maracás,20834
BA,Maragogipe,44677
BA,Maraú,20570
BA,Marcionílio Souza,10406
BA,Mascote,13822
BA,Mata de São João,46583
BA,Matina,12201
BA,Medeiros Neto,22688
BA,Miguel Calmon,26023
BA,Milagres,10950
BA,Mirangaba,18338
BA,Mirante,8641
BA,Monte Santo,49418
BA,Morpará,8519
BA,Morro do Chapéu,35413
BA,Mortugaba,12042
BA,Mucugê,9062
BA,Mucuri,41748
BA,Mulungu do Morro,10889
BA,Mundo Novo,26776
BA,Muniz Ferreira,7422
BA,Muquém de São Francisco,11348
BA,Muritiba,29399
BA,Mutuípe,22221
BA,Nazaré,28525
BA,Nilo Peçanha,13997
BA,Nordestina,13130
BA,Nova Canaã,16462
BA,Nova Fátima,7812
BA,Nova Ibiá,6591
BA,Nova Itarana,8226
BA,Nova Redenção,9118
BA,Nova Soure,26947
BA,Nova Viçosa,43376
BA,Novo Horizonte,12385
BA,Novo Triunfo,15440
BA,Olindina,28229
BA,Oliveira dos Brejinhos,21825
BA,Ouriçangas,8564
BA,Ourolândia,17451
BA,Palmas de Monte Alto,21750
BA,Palmeiras,9019
BA,Paramirim,21607
BA,Paratinga,32000
BA,Paripiranga,28989
BA,Pau Brasil,9831
BA,Paulo Afonso,117782
BA,Pé de Serra,13578
BA,Pedrão,7347
BA,Pedro Alexandre,16667
BA,Piatã,17123
BA,Pilão Arcado,35048
BA,Pindaí,16260
BA,Pindobaçu,20150
BA,Pintadas,10437
BA,Piraí do Norte,10023
BA,Piripá,10707
BA,Piritiba,24755
BA,Planaltino,9322
BA,Planalto,26265
BA,Poções,46871
BA,Pojuca,39519
BA,Ponto Novo,14914
BA,Porto Seguro,148686
BA,Potiraguá,7224
BA,Prado,28174
BA,Presidente Dutra,15142
BA,Presidente Jânio Quadros,12338
BA,Presidente Tancredo Neves,27719
BA,Queimadas,25439
BA,Quijingue,27580
BA,Quixabeira,8972
BA,Rafael Jambeiro,22621
BA,Remanso,41008
BA,Retirolândia,14396
BA,Riachão das Neves,22339
BA,Riachão do Jacuípe,33436
BA,Riacho de Santana,35421
BA,Ribeira do Amparo,14592
BA,Ribeira do Pombal,53807
BA,Ribeirão do Largo,5812
BA,Rio de Contas,12989
BA,Rio do Antônio,15371
BA,Rio do Pires,11655
BA,Rio Real,40732
BA,Rodelas,9331
BA,Ruy Barbosa,30814
BA,Salinas da Margarida,15667
BA,Salvador,2872347
BA,Santa Bárbara,20791
BA,Santa Brígida,14213
BA,Santa Cruz Cabrália,27778
BA,Santa Cruz da Vitória,6315
BA,Santa Inês,10631
BA,Santaluz,37348
BA,Santa Luzia,12597
BA,Santa Maria da Vitória,39845
BA,Santana,26614
BA,Santanópolis,8943
BA,Santa Rita de Cássia,28338
BA,Santa Teresinha,10405
BA,Santo Amaro,60069
BA,Santo Antônio de Jesus,101512
BA,Santo Estêvão,52850
BA,São Desidério,33742
BA,São Domingos,9058
BA,São Félix,14740
BA,São Félix do Coribe,15391
BA,São Felipe,21074
BA,São Francisco do Conde,39802
BA,São Gabriel,18793
BA,São Gonçalo dos Campos,37550
BA,São José da Vitória,5657
BA,São José do Jacuípe,10462
BA,São Miguel das Matas,11675
BA,São Sebastião do Passé,44300
BA,Sapeaçu,17398
BA,Sátiro Dias,17273
BA,Saubara,12043
BA,Saúde,12913
BA,Seabra,44091
BA,Sebastião Laranjeiras,11434
BA,Senhor do Bonfim,79015
BA,Serra do Ramalho,31472
BA,Sento Sé,40684
BA,Serra Dourada,17386
BA,Serra Preta,14878
BA,Serrinha,80861
BA,Serrolândia,13397
BA,Simões Filho,134377
BA,Sítio do Mato,13012
BA,Sítio do Quinto,9986
BA,Sobradinho,23191
BA,Souto Soares,16979
BA,Tabocas do Brejo Velho,12518
BA,Tanhaçu,20403
BA,Tanque Novo,17366
BA,Tanquinho,7918
BA,Taperoá,21074
BA,Tapiramutá,17010
BA,Teixeira de Freitas,160487
BA,Teodoro Sampaio,7425
BA,Teofilândia,22518
BA,Teolândia,14943
BA,Terra Nova,13033
BA,Tremedal,16394
BA,Tucano,50687
BA,Uauá,24240
BA,Ubaíra,19895
BA,Ubaitaba,19056
BA,Ubatã,27035
BA,Uibaí,13887
BA,Umburanas,19222
BA,Una,19002
BA,Urandi,16658
BA,Uruçuca,20519
BA,Utinga,19178
BA,Valença,96562
BA,Valente,28473
BA,Várzea da Roça,14104
BA,Várzea do Poço,9170
BA,Várzea Nova,12697
BA,Varzedo,8838
BA,Vera Cruz,43223
BA,Vereda,6205
BA,Vitória da Conquista,341597
BA,Wagner,9345
BA,Wanderley,12238
BA,Wenceslau Guimarães,21101
BA,Xique-Xique,46483
MG,Abadia dos Dourados,6989
MG,Abaeté,23237
MG,Abre Campo,13454
MG,Acaiaca,3994
MG,Açucena,9470
MG,Água Boa,13735
MG,Água Comprida,1999
MG,Aguanil,4486
MG,Águas Formosas,19207
MG,Águas Vermelhas,13539
MG,Aimorés,25167
MG,Aiuruoca,6003
MG,Alagoa,2674
MG,Albertina,3007
MG,Além Paraíba,35362
MG,Alfenas,79996
MG,Alfredo Vasconcelos,6907
MG,Almenara,41896
MG,Alpercata,7424
MG,Alpinópolis,19853
MG,Alterosa,14466
MG,Alto Caparaó,5847
MG,Alto Rio Doce,11000
MG,Alvarenga,3907
MG,Alvinópolis,15203
MG,Alvorada de Minas,3606
MG,Amparo do Serra,4713
MG,Andradas,41077
MG,Cachoeira de Pajeú,9412
MG,Andrelândia,12224
MG,Angelândia,8520
MG,Antônio Carlos,11445
MG,Antônio Dias,9318
MG,Antônio Prado de Minas,1598
MG,Araçaí,2347
MG,Aracitaba,2063
MG,Araçuaí,36708
MG,Araguari,117267
MG,Arantina,2795
MG,Araponga,8439
MG,Araporã,6869
MG,Arapuá,2834
MG,Araújos,9273
MG,Araxá,106229
MG,Arceburgo,10772
MG,Arcos,40092
MG,Areado,15070
MG,Argirita,2727
MG,Aricanduva,5231
MG,Arinos,17875
MG,Astolfo Dutra,14179
MG,Ataléia,12868
MG,Augusto de Lima,4869
MG,Baependi,19148
MG,Baldim,7826
MG,Bambuí,23829
MG,Bandeira,4795
MG,Bandeira do Sul,5746
MG,Barão de Cocais,32485
MG,Barão de Monte Alto,5397
MG,Barbacena,137313
MG,Barra Longa,5131
MG,Barroso,20810
MG,Bela Vista de Minas,10255
MG,Belmiro Braga,3429
MG,Belo Horizonte,2512070
MG,Belo Oriente,26700
MG,Belo Vale,7715
MG,Berilo,11932
MG,Bertópolis,4604
MG,Berizal,4735
MG,Betim,439340
MG,Bias Fortes,3379
MG,Bicas,14494
MG,Biquinhas,2515
MG,Boa Esperança,40127
MG,Bocaina de Minas,5090
MG,Bocaiúva,49979
MG,Bom Despacho,50605
MG,Bom Jardim de Minas,6474
MG,Bom Jesus da Penha,4217
MG,Bom Jesus do Amparo,6083
MG,Bom Jesus do Galho,14935
MG,Bom Repouso,10547
MG,Bom Sucesso,17603
MG,Bonfim,6868
MG,Bonfinópolis de Minas,5493
MG,Bonito de Minas,11230
MG,Borda da Mata,19412
MG,Botelhos,14971
MG,Botumirim,6319
MG,Brasilândia de Minas,16538
MG,Brasília de Minas,32347
MG,Brás Pires,4333
MG,Braúnas,4801
MG,Brazópolis,14459
MG,Brumadinho,40103
MG,Bueno Brandão,11001
MG,Buenópolis,10365
MG,Bugre,3982
MG,Buritis,24841
MG,Buritizeiro,28056
MG,Cabeceira Grande,6949
MG,Cabo Verde,14075
MG,Cachoeira da Prata,3603
MG,Cachoeira de Minas,11547
MG,Cachoeira Dourada,2692
MG,Caetanópolis,11624
MG,Caeté,44718
MG,Caiana,5496
MG,Cajuri,3987
MG,Caldas,14480
MG,Camacho,2901
MG,Camanducaia,21770
MG,Cambuí,29551
MG,Cambuquira,12814
MG,Campanário,3721
MG,Campanha,16665
MG,Campestre,21055
MG,Campina Verde,19745
MG,Campo Azul,3817
MG,Campo Belo,54029
MG,Campo do Meio,11655
MG,Campo Florido,8151
MG,Campos Altos,15461
MG,Campos Gerais,28774
MG,Canaã,4563
MG,Canápolis,12150
MG,Cana Verde,5603
MG,Candeias,14886
MG,Cantagalo,4525
MG,Caparaó,5438
MG,Capela Nova,4653
MG,Capelinha,37784
MG,Capetinga,6920
MG,Capim Branco,9754
MG,Capinópolis,16173
MG,Capitão Andrade,5468
MG,Capitão Enéas,15234
MG,Capitólio,8632
MG,Caputira,9298
MG,Caraí,23685
MG,Caranaíba,3183
MG,Carandaí,25501
MG,Carangola,33000
MG,Caratinga,92062
MG,Carbonita,9405
MG,Careaçu,6757
MG,Carlos Chagas,18837
MG,Carmésia,2632
MG,Carmo da Cachoeira,12170
MG,Carmo da Mata,11476
MG,Carmo de Minas,14859
MG,Carmo do Cajuru,22478
MG,Carmo do Paranaíba,30329
MG,Carmo do Rio Claro,21225
MG,Carmópolis de Minas,19355
MG,Carneirinho,10027
MG,Carrancas,4047
MG,Carvalhópolis,3579
MG,Carvalhos,4478
MG,Casa Grande,2257
MG,Cascalho Rico,3075
MG,Cássia,17740
MG,Conceição da Barra de Minas,3954
MG,Cataguases,75123
MG,Catas Altas,5376
MG,Catas Altas da Noruega,3641
MG,Catuji,6311
MG,Catuti,4986
MG,Caxambu,21656
MG,Cedro do Abaeté,1164
MG,Central de Minas,7032
MG,Centralina,10350
MG,Chácara,3154
MG,Chalé,5704
MG,Chapada do Norte,15356
MG,Chapada Gaúcha,13680
MG,Chiador,2687
MG,Cipotânea,6787
MG,Claraval,4843
MG,Claro dos Poções,7551
MG,Cláudio,28617
MG,Coimbra,7556
MG,Coluna,8873
MG,Comendador Gomes,3111
MG,Comercinho,6929
MG,Conceição da Aparecida,10292
MG,Conceição das Pedras,2812
MG,Conceição das Alagoas,27893
MG,Conceição de Ipanema,4574
MG,Conceição do Mato Dentro,17842
MG,Conceição do Pará,5507
MG,Conceição do Rio Verde,13638
MG,Conceição dos Ouros,11638
MG,Cônego Marinho,7642
MG,Confins,6730
MG,Congonhal,11950
MG,Congonhas,54762
MG,Congonhas do Norte,5045
MG,Conquista,6939
MG,Conselheiro Lafaiete,128589
MG,Conselheiro Pena,22921
MG,Consolação,1783
MG,Contagem,663855
MG,Coqueiral,9159
MG,Coração de Jesus,26602
MG,Cordisburgo,8890
MG,Cordislândia,3538
MG,Corinto,23731
MG,Coroaci,9991
MG,Coromandel,27974
MG,Coronel Fabriciano,109855
MG,Coronel Murta,9222
MG,Coronel Pacheco,3086
MG,Coronel Xavier Chaves,3434
MG,Córrego Danta,3215
MG,Córrego do Bom Jesus,3704
MG,Córrego Fundo,6337
MG,Córrego Novo,2771
MG,Couto de Magalhães de Minas,4410
MG,Crisólita,6704
MG,Cristais,12798
MG,Cristália,5971
MG,Cristiano Otoni,5150
MG,Cristina,10242
MG,Crucilândia,5034
MG,Cruzeiro da Fortaleza,3626
MG,Cruzília,15417
MG,Cuparaque,4982
MG,Curral de Dentro,7729
MG,Curvelo,80129
MG,Datas,5410
MG,Delfim Moreira,8025
MG,Delfinópolis,7114
MG,Delta,10533
MG,Descoberto,5013
MG,Desterro de Entre Rios,7243
MG,Desterro do Melo,2901
MG,Diamantina,47723
MG,Diogo de Vasconcelos,3802
MG,Dionísio,7729
MG,Divinésia,3417
MG,Divino,19931
MG,Divino das Laranjeiras,4979
MG,Divinolândia de Minas,7571
MG,Divinópolis,238230
MG,Divisa Alegre,6786
MG,Divisa Nova,6011
MG,Divisópolis,11019
MG,Dom Bosco,3677
MG,Dom Cavati,5072
MG,Dom Joaquim,4195
MG,Dom Silvério,5237
MG,Dom Viçoso,3001
MG,Dona Eusébia,6572
MG,Dores de Campos,10153
MG,Dores de Guanhães,5169
MG,Dores do Indaiá,13483
MG,Dores do Turvo,4259
MG,Doresópolis,1527
MG,Douradoquara,1908
MG,Durandé,7841
MG,Elói Mendes,28076
MG,Engenheiro Caldas,11134
MG,Engenheiro Navarro,7242
MG,Entre Folhas,5370
MG,Entre Rios de Minas,15298
MG,Ervália,18895
MG,Esmeraldas,70552
MG,Espera Feliz,24951
MG,Espinosa,31617
MG,Espírito Santo do Dourado,4692
MG,Estiva,11354
MG,Estrela Dalva,2343
MG,Estrela do Indaiá,3500
MG,Estrela do Sul,7978
MG,Eugenópolis,11275
MG,Ewbank da Câmara,3913
MG,Extrema,36225
MG,Fama,2377
MG,Faria Lemos,3241
MG,Felício dos Santos,4753
MG,São Gonçalo do Rio Preto,3167
MG,Felisburgo,7457
MG,Felixlândia,15336
MG,Fernandes Tourinho,3431
MG,Ferros,9820
MG,Fervedouro,11006
MG,Florestal,7461
MG,Formiga,67683
MG,Formoso,9562
MG,Fortaleza de Minas,4412
MG,Fortuna de Minas,2947
MG,Francisco Badaró,10332
MG,Francisco Dumont,5215
MG,Francisco Sá,26277
MG,Franciscópolis,5391
MG,Frei Gaspar,5880
MG,Frei Inocêncio,9611
MG,Frei Lagonegro,3478
MG,Fronteira,18103
MG,Fronteira dos Vales,4581
MG,Fruta de Leite,5369
MG,Frutal,59496
MG,Funilândia,4349
MG,Galiléia,6817
MG,Gameleiras,5109
MG,Glaucilândia,3150
MG,Goiabeira,3353
MG,Goianá,3966
MG,Gonçalves,4350
MG,Gonzaga,6158
MG,Gouveia,11825
MG,Governador Valadares,279885
MG,Grão Mogol,15836
MG,Grupiara,1388
MG,Guanhães,34319
MG,Guapé,14245
MG,Guaraciaba,10324
MG,Guaraciama,4972
MG,Guaranésia,19021
MG,Guarani,8911
MG,Guarará,3796
MG,Guarda-Mor,6580
MG,Guaxupé,51917
MG,Guidoval,7078
MG,Guimarânia,8039
MG,Guiricema,8392
MG,Gurinhatã,5639
MG,Heliodora,6558
MG,Iapu,11004
MG,Ibertioga,5021
MG,Ibiá,25199
MG,Ibiaí,8395
MG,Ibiracatu,5400
MG,Ibiraci,13828
MG,Ibirité,180204
MG,Ibitiúra de Minas,3488
MG,Ibituruna,2989
MG,Icaraí de Minas,11990
MG,Igarapé,43045
MG,Igaratinga,10860
MG,Iguatama,7947
MG,Ijaci,6550
MG,Ilicínea,12375
MG,Imbé de Minas,6903
MG,Inconfidentes,7328
MG,Indaiabira,7351
MG,Indianópolis,6891
MG,Ingaí,2767
MG,Inhapim,24140
MG,Inhaúma,6271
MG,Inimutaba,7515
MG,Ipaba,18607
MG,Ipanema,19861
MG,Ipatinga,263410
MG,Ipiaçu,4221
MG,Ipuiúna,10079
MG,Iraí de Minas,6987
MG,Itabira,120060
MG,Itabirinha,11512
MG,Itabirito,51875
MG,Itacambira,5385
MG,Itacarambi,18153
MG,Itaguara,13358
MG,Itaipé,12760
MG,Itajubá,96869
MG,Itamarandiba,34735
MG,Itamarati de Minas,4355
MG,Itambacuri,23211
MG,Itambé do Mato Dentro,2081
MG,Itamogi,10192
MG,Itamonte,15579
MG,Itanhandu,15331
MG,Itanhomi,12228
MG,Itaobim,21062
MG,Itapagipe,15243
MG,Itapecerica,21762
MG,Itapeva,9783
MG,Itatiaiuçu,11146
MG,Itaú de Minas,16108
MG,Itaúna,93214
MG,Itaverava,5419
MG,Itinga,14990
MG,Itueta,6051
MG,Ituiutaba,104671
MG,Itumirim,6023
MG,Iturama,39263
MG,Itutinga,3788
MG,Jaboticatubas,20143
MG,Jacinto,12326
MG,Jacuí,7686
MG,Jacutinga,25979
MG,Jaguaraçu,3133
MG,Jaíba,38909
MG,Jampruca,5404
MG,Janaúba,71648
MG,Januária,67742
MG,Japaraíba,4350
MG,Japonvar,8134
MG,Jeceaba,4912
MG,Jenipapo de Minas,7692
MG,Jequeri,12386
MG,Jequitaí,7531
MG,Jequitibá,5211
MG,Jequitinhonha,25391
MG,Jesuânia,4787
MG,Joaíma,15432
MG,Joanésia,4573
MG,João Monlevade,79910
MG,João Pinheiro,47452
MG,Joaquim Felício,4695
MG,Jordânia,10812
MG,José Gonçalves de Minas,4501
MG,José Raydan,4995
MG,Josenópolis,4867
MG,Nova União,5725
MG,Juatuba,26946
MG,Juiz de Fora,568873
MG,Juramento,4331
MG,Juruaia,10563
MG,Juvenília,5724
MG,Ladainha,18111
MG,Lagamar,7613
MG,Lagoa da Prata,52165
MG,Lagoa dos Patos,4102
MG,Lagoa Dourada,13009
MG,Lagoa Formosa,18052
MG,Lagoa Grande,9532
MG,Lagoa Santa,64527
MG,Lajinha,19923
MG,Lambari,20814
MG,Lamim,3391
MG,Laranjal,6810
MG,Lassance,6512
MG,Lavras,103773
MG,Leandro Ferreira,3229
MG,Leme do Prado,4918
MG,Leopoldina,52587
MG,Liberdade,5069
MG,Lima Duarte,16698
MG,Limeira do Oeste,7536
MG,Lontra,9496
MG,Luisburgo,6266
MG,Luislândia,6699
MG,Luminárias,5446
MG,Luz,18215
MG,Machacalis,7111
MG,Machado,42133
MG,Madre de Deus de Minas,5098
MG,Malacacheta,18650
MG,Mamonas,6543
MG,Manga,18407
MG,Manhuaçu,90229
MG,Manhumirim,22707
MG,Mantena,27644
MG,Maravilhas,7976
MG,Mar de Espanha,12814
MG,Maria da Fé,14095
MG,Mariana,60724
MG,Marilac,4115
MG,Mário Campos,15416
MG,Maripá de Minas,2973
MG,Marliéria,4039
MG,Marmelópolis,2755
MG,Martinho Campos,13388
MG,Martins Soares,8417
MG,Mata Verde,8586
MG,Materlândia,4459
MG,Mateus Leme,31086
MG,Matias Barbosa,14468
MG,Matias Cardoso,11157
MG,Matipó,18908
MG,Mato Verde,12459
MG,Matozinhos,37820
MG,Matutina,3749
MG,Medeiros,3802
MG,Medina,20820
MG,Mendes Pimentel,6446
MG,Mercês,10739
MG,Mesquita,5605
MG,Minas Novas,31484
MG,Minduri,3894
MG,Mirabela,13589
MG,Miradouro,10754
MG,Miraí,15014
MG,Miravânia,4888
MG,Moeda,4919
MG,Moema,7517
MG,Monjolos,2220
MG,Monsenhor Paulo,8688
MG,Montalvânia,14877
MG,Monte Alegre de Minas,21120
MG,Monte Azul,20854
MG,Monte Belo,13166
MG,Monte Carmelo,47809
MG,Monte Formoso,4906
MG,Monte Santo de Minas,21524
MG,Montes Claros,409341
MG,Monte Sião,23803
MG,Montezuma,8249
MG,Morada Nova de Minas,8863
MG,Morro da Garça,2462
MG,Morro do Pilar,3182
MG,Munhoz,6029
MG,Muriaé,108763
MG,Mutum,26979
MG,Muzambinho,20569
MG,Nacip Raydan,3220
MG,Nanuque,40750
MG,Naque,6996
MG,Natalândia,3311
MG,Natércia,4730
MG,Nazareno,8608
MG,Nepomuceno,26769
MG,Ninheira,10295
MG,Nova Belém,3190
MG,Nova Era,17578
MG,Nova Lima,94889
MG,Nova Módica,3600
MG,Nova Ponte,15545
MG,Nova Porteirinha,7500
MG,Nova Resende,16723
MG,Nova Serrana,102693
MG,Novo Cruzeiro,31331
MG,Novo Oriente de Minas,10755
MG,Novorizonte,5299
MG,Olaria,1747
MG,Olhos-d'Água,6096
MG,Olímpio Noronha,2787
MG,Oliveira,41687
MG,Oliveira Fortes,2133
MG,Onça de Pitangui,3148
MG,Oratórios,4655
MG,Orizânia,8018
MG,Ouro Branco,39500
MG,Ouro Fino,33639
MG,Ouro Preto,74281
MG,Ouro Verde de Minas,5934
MG,Padre Carvalho,6378
MG,Padre Paraíso,20154
MG,Paineiras,4486
MG,Pains,8283
MG,Pai Pedro,6089
MG,Paiva,1529
MG,Palma,6616
MG,Palmópolis,5507
MG,Papagaios,15674
MG,Paracatu,93158
MG,Pará de Minas,93969
MG,Paraguaçu,21513
MG,Paraisópolis,21083
MG,Paraopeba,24540
MG,Passabém,1649
MG,Passa Quatro,16344
MG,Passa Tempo,8084
MG,Passa-Vinte,2039
MG,Passos,114679
MG,Patis,5972
MG,Patos de Minas,152488
MG,Patrocínio,90757
MG,Patrocínio do Muriaé,5684
MG,Paula Cândido,9571
MG,Paulistas,4830
MG,Pavão,8450
MG,Peçanha,17541
MG,Pedra Azul,24324
MG,Pedra Bonita,7097
MG,Pedra do Anta,3052
MG,Pedra do Indaiá,3972
MG,Pedra Dourada,2504
MG,Pedralva,11195
MG,Pedras de Maria da Cruz,12107
MG,Pedrinópolis,3635
MG,Pedro Leopoldo,64258
MG,Pedro Teixeira,1807
MG,Pequeri,3320
MG,Pequi,4406
MG,Perdigão,11506
MG,Perdizes,16168
MG,Perdões,21390
MG,Periquito,6810
MG,Pescador,4252
MG,Piau,2748
MG,Piedade de Caratinga,8566
MG,Piedade de Ponte Nova,4140
MG,Piedade do Rio Grande,4497
MG,Piedade dos Gerais,4982
MG,Pimenta,8660
MG,Pingo-d'Água,4941
MG,Pintópolis,7507
MG,Piracema,6409
MG,Pirajuba,6199
MG,Piranga,17626
MG,Piranguçu,5472
MG,Piranguinho,8596
MG,Pirapetinga,10752
MG,Pirapora,56428
MG,Piraúba,10787
MG,Pitangui,27989
MG,Piumhi,34691
MG,Planura,12133
MG,Poço Fundo,16791
MG,Poços de Caldas,167397
MG,Pocrane,8432
MG,Pompéu,31812
MG,Ponte Nova,59742
MG,Ponto Chique,4261
MG,Ponto dos Volantes,12121
MG,Porteirinha,37906
MG,Porto Firme,11279
MG,Poté,16555
MG,Pouso Alegre,150737
MG,Pouso Alto,5940
MG,Prados,9031
MG,Prata,27856
MG,Pratápolis,8603
MG,Pratinha,3603
MG,Presidente Bernardes,5369
MG,Presidente Juscelino,3641
MG,Presidente Kubitschek,3002
MG,Presidente Olegário,19573
MG,Alto Jequitibá,8317
MG,Prudente de Morais,10733
MG,Quartel Geral,3563
MG,Queluzito,1939
MG,Raposos,16354
MG,Raul Soares,23762
MG,Recreio,10517
MG,Reduto,7154
MG,Resende Costa,11500
MG,Resplendor,17397
MG,Ressaquinha,4808
MG,Riachinho,8136
MG,Riacho dos Machados,9481
MG,Ribeirão das Neves,334858
MG,Ribeirão Vermelho,4033
MG,Rio Acima,10312
MG,Rio Casca,13564
MG,Rio Doce,2610
MG,Rio do Prado,5150
MG,Rio Espera,5474
MG,Rio Manso,5832
MG,Rio Novo,8949
MG,Rio Paranaíba,12313
MG,Rio Pardo de Minas,30914
MG,Rio Piracicaba,14339
MG,Rio Pomba,17910
MG,Rio Preto,5476
MG,Rio Vermelho,12846
MG,Ritápolis,4604
MG,Rochedo de Minas,2305
MG,Rodeiro,8109
MG,Romaria,3533
MG,Rosário da Limeira,4594
MG,Rubelita,5995
MG,Rubim,10241
MG,Sabará,136344
MG,Sabinópolis,15470
MG,Sacramento,26185
MG,Salinas,41527
MG,Salto da Divisa,7009
MG,Santa Bárbara,31324
MG,Santa Bárbara do Leste,8147
MG,Santa Bárbara do Monte Verde,3150
MG,Santa Bárbara do Tugúrio,4430
MG,Santa Cruz de Minas,8604
MG,Santa Cruz de Salinas,4142
MG,Santa Cruz do Escalvado,4758
MG,Santa Efigênia de Minas,4409
MG,Santa Fé de Minas,3846
MG,Santa Helena de Minas,6366
MG,Santa Juliana,14003
MG,Santa Luzia,219134
MG,Santa Margarida,16208
MG,Santa Maria de Itabira,10847
MG,Santa Maria do Salto,5232
MG,Santa Maria do Suaçuí,14615
MG,Santana da Vargem,7100
MG,Santana de Cataguases,3872
MG,Santana de Pirapama,7642
MG,Santana do Deserto,3976
MG,Santana do Garambéu,2458
MG,Santana do Jacaré,4821
MG,Santana do Manhuaçu,8674
MG,Santana do Paraíso,34663
MG,Santana do Riacho,4295
MG,Santana dos Montes,3777
MG,Santa Rita de Caldas,8949
MG,Santa Rita de Jacutinga,4884
MG,Santa Rita de Minas,7212
MG,Santa Rita de Ibitipoca,3425
MG,Santa Rita do Itueto,5489
MG,Santa Rita do Sapucaí,43260
MG,Santa Rosa da Serra,3350
MG,Santa Vitória,19742
MG,Santo Antônio do Amparo,18525
MG,Santo Antônio do Aventureiro,3602
MG,Santo Antônio do Grama,3911
MG,Santo Antônio do Itambé,3838
MG,Santo Antônio do Jacinto,11640
MG,Santo Antônio do Monte,28243
MG,Santo Antônio do Retiro,7277
MG,Santo Antônio do Rio Abaixo,1765
MG,Santo Hipólito,3087
MG,Santos Dumont,46487
MG,São Bento Abade,5286
MG,São Brás do Suaçuí,3738
MG,São Domingos das Dores,5644
MG,São Domingos do Prata,17359
MG,São Félix de Minas,3369
MG,São Francisco,56323
MG,São Francisco de Paula,6527
MG,São Francisco de Sales,6238
MG,São Francisco do Glória,4844
MG,São Geraldo,12366
MG,São Geraldo da Piedade,3962
MG,São Geraldo do Baixio,4012
MG,São Gonçalo do Abaeté,8389
MG,São Gonçalo do Pará,12411
MG,São Gonçalo do Rio Abaixo,10920
MG,São Gonçalo do Sapucaí,25449
MG,São Gotardo,35469
MG,São João Batista do Glória,7453
MG,São João da Lagoa,4915
MG,São João da Mata,2749
MG,São João da Ponte,25165
MG,São João das Missões,13014
MG,São João del Rei,90082
MG,São João do Manhuaçu,11559
MG,São João do Manteninha,5859
MG,São João do Oriente,7498
MG,São João do Pacuí,4419
MG,São João do Paraíso,23618
MG,São João Evangelista,15774
MG,São João Nepomuceno,26361
MG,São Joaquim de Bicas,31578
MG,São José da Barra,7426
MG,São José da Lapa,23766
MG,São José da Safira,4268
MG,São José da Varginha,5004
MG,São José do Alegre,4196
MG,São José do Divino,3860
MG,São José do Goiabal,5420
MG,São José do Jacuri,6453
MG,São José do Mantimento,2791
MG,São Lourenço,45851
MG,São Miguel do Anta,6938
MG,São Pedro da União,4659
MG,São Pedro dos Ferros,7781
MG,São Pedro do Suaçuí,5246
MG,São Romão,12337
MG,São Roque de Minas,7051
MG,São Sebastião da Bela Vista,5504
MG,São Sebastião da Vargem Alegre,3007
MG,São Sebastião do Anta,6555
MG,São Sebastião do Maranhão,10044
MG,São Sebastião do Oeste,6775
MG,São Sebastião do Paraíso,70956
MG,São Sebastião do Rio Preto,1506
MG,São Sebastião do Rio Verde,2241
MG,São Tiago,10941
MG,São Tomás de Aquino,7021
MG,São Thomé das Letras,7089
MG,São Vicente de Minas,7753
MG,Sapucaí-Mirim,6930
MG,Sardoá,6300
MG,Sarzedo,32752
MG,Setubinha,12258
MG,Sem-Peixe,2633
MG,Senador Amaral,5356
MG,Senador Cortes,2005
MG,Senador Firmino,7812
MG,Senador José Bento,1502
MG,Senador Modestino Gonçalves,4156
MG,Senhora de Oliveira,5786
MG,Senhora do Porto,3523
MG,Senhora dos Remédios,10459
MG,Sericita,7326
MG,Seritinga,1851
