date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-04-01,ES,Itapemirim,city,1,0,False,34348,3202801,2.91138,
2020-04-01,ES,Linhares,city,7,0,False,173555,3203205,4.0333,
2020-04-01,ES,Santa Teresa,city,1,0,False,23590,3204609,4.23908,
2020-04-01,ES,São Mateus,city,3,0,False,130611,3204906,2.2969,
2020-04-01,ES,São Roque do Canaã,city,1,0,False,12415,3204955,8.05477,
2020-04-01,ES,Serra,city,22,0,False,517510,3205002,4.25113,
2020-04-01,ES,Viana,city,1,0,False,78239,3205101,1.27813,
2020-04-01,ES,Vila Velha,city,36,0,False,493838,3205200,7.28984,
2020-04-01,ES,Vitória,city,34,0,False,362097,3205309,9.38975,
2020-04-01,ES,,state,120,0,False,4018650,32,2.98608,
2020-04-01,GO,Águas Lindas de Goiás,city,1,0,False,212440,5200258,0.47072,
2020-04-01,GO,Anápolis,city,4,0,False,386923,5201108,1.0338,
2020-04-01,GO,Aparecida de Goiânia,city,2,0,False,578179,5201405,0.34591,
2020-04-01,GO,Caldas Novas,city,1,0,False,91162,5204508,1.09695,
2020-04-01,GO,Campestre de Goiás,city,1,0,False,3630,5204607,27.54821,
2020-04-01,GO,Catalão,city,1,0,False,108823,5205109,0.91892,
2020-04-01,GO,Cidade Ocidental,city,1,0,False,71376,5205497,1.40103,
2020-04-01,GO,Goianésia,city,1,0,False,70084,5208608,1.42686,
2020-04-01,GO,Goiânia,city,42,0,False,1516113,5208707,2.77024,
2020-04-01,GO,Hidrolândia,city,0,0,False,21706,5209705,,
2020-04-01,GO,Importados/Indefinidos,city,0,0,False,,,,
2020-04-01,GO,Itumbiara,city,2,0,False,104742,5211503,1.90945,
2020-04-01,GO,Jataí,city,2,0,False,100882,5211909,1.98251,
2020-04-01,GO,Luziânia,city,1,1,False,208299,5212501,0.48008,1.0
2020-04-01,GO,Paranaiguara,city,1,0,False,10057,5216304,9.94332,
2020-04-01,GO,Rio Verde,city,7,0,False,235647,5218805,2.97054,
2020-04-01,GO,Silvânia,city,1,0,False,20695,5220603,4.83209,
2020-04-01,GO,Trindade,city,1,0,False,127599,5221403,0.78371,
2020-04-01,GO,Valparaíso de Goiás,city,4,0,False,168468,5221858,2.37434,
2020-04-01,GO,,state,73,1,False,7018354,52,1.04013,0.0137
2020-04-01,MA,Açailândia,city,1,0,False,112445,2100055,0.88932,
2020-04-01,MA,Imperatriz,city,1,0,False,258682,2105302,0.38658,
2020-04-01,MA,São Luís,city,68,1,False,1101884,2111300,6.17125,0.0147
2020-04-01,MA,,state,70,1,False,7075181,21,0.98937,0.0143
2020-04-01,MG,Alfenas,city,1,0,False,79996,3101607,1.25006,
2020-04-01,MG,Araguari,city,1,0,False,117267,3103504,0.85275,
2020-04-01,MG,Belo Horizonte,city,188,2,False,2512070,3106200,7.48387,0.0106
2020-04-01,MG,Betim,city,5,0,False,439340,3106705,1.13807,
2020-04-01,MG,Boa Esperança,city,1,0,False,40127,3107109,2.49209,
2020-04-01,MG,Bom Despacho,city,1,0,False,50605,3107406,1.97609,
2020-04-01,MG,Campo Belo,city,1,0,False,54029,3111200,1.85086,
2020-04-01,MG,Campos Altos,city,1,0,False,15461,3111507,6.46789,
2020-04-01,MG,Capitólio,city,1,0,False,8632,3112802,11.5848,
2020-04-01,MG,Carmo do Cajuru,city,1,0,False,22478,3114204,4.44879,
2020-04-01,MG,Contagem,city,7,0,False,663855,3118601,1.05445,
2020-04-01,MG,Coronel Fabriciano,city,1,0,False,109855,3119401,0.91029,
2020-04-01,MG,Divinópolis,city,13,0,False,238230,3122306,5.45691,
2020-04-01,MG,Extrema,city,1,0,False,36225,3125101,2.76052,
2020-04-01,MG,Governador Valadares,city,2,0,False,279885,3127701,0.71458,
2020-04-01,MG,Guimarânia,city,1,0,False,8039,3128907,12.43936,
2020-04-01,MG,Importados/Indefinidos,city,2,0,False,,,,
2020-04-01,MG,Ipatinga,city,1,0,False,263410,3131307,0.37964,
2020-04-01,MG,Juiz de Fora,city,24,0,False,568873,3136702,4.21887,
2020-04-01,MG,Lagoa da Prata,city,4,0,False,52165,3137205,7.66798,
2020-04-01,MG,Lavras,city,1,0,False,103773,3138203,0.96364,
2020-04-01,MG,Manhuaçu,city,1,0,False,90229,3139409,1.10829,
2020-04-01,MG,Mariana,city,2,1,False,60724,3140001,3.29359,0.5
2020-04-01,MG,Muriaé,city,1,0,False,108763,3143906,0.91943,
2020-04-01,MG,Nova Lima,city,19,0,False,94889,3144805,20.0234,
2020-04-01,MG,Patrocínio,city,1,0,False,90757,3148103,1.10184,
2020-04-01,MG,Poços de Caldas,city,2,0,False,167397,3151800,1.19476,
2020-04-01,MG,Pouso Alegre,city,1,0,False,150737,3152501,0.66341,
2020-04-01,MG,Sabará,city,4,0,False,136344,3156700,2.93376,
2020-04-01,MG,Santa Luzia,city,1,0,False,219134,3157807,0.45634,
2020-04-01,MG,São João del Rei,city,2,0,False,90082,3162500,2.2202,
2020-04-01,MG,Serra do Salitre,city,1,0,False,11582,3166808,8.63409,
2020-04-01,MG,Sete Lagoas,city,2,0,False,239639,3167202,0.83459,
2020-04-01,MG,Timóteo,city,1,0,False,89842,3168705,1.11307,
2020-04-01,MG,Uberaba,city,3,0,False,333783,3170107,0.89879,
2020-04-01,MG,Uberlândia,city,14,0,False,691305,3170206,2.02516,
2020-04-01,MG,Unaí,city,1,0,False,84378,3170404,1.18514,
2020-04-01,MG,,state,314,3,False,21168791,31,1.48332,0.0096
2020-04-01,MS,Alcinópolis,city,1,0,False,5343,5000252,18.71608,
2020-04-01,MS,Batayporã,city,3,1,False,11329,5002001,26.48071,0.3333
2020-04-01,MS,Campo Grande,city,38,0,False,895982,5002704,4.24116,
2020-04-01,MS,Dourados,city,3,0,False,222949,5003702,1.3456,
2020-04-01,MS,Nova Andradina,city,2,0,False,54374,5006200,3.67823,
2020-04-01,MS,Ponta Porã,city,1,0,False,92526,5006606,1.08078,
2020-04-01,MS,Rio Verde de Mato Grosso,city,1,0,False,19746,5007406,5.06432,
2020-04-01,MS,Sidrolândia,city,1,0,False,57665,5007901,1.73415,
2020-04-01,MS,Três Lagoas,city,1,0,False,121388,5008305,0.8238,
2020-04-01,MS,,state,51,1,False,2778986,50,1.8352,0.0196
2020-04-01,MT,Cuiabá,city,19,0,False,612547,5103403,3.1018,
2020-04-01,MT,Nova Monte Verde,city,1,0,False,9178,5108956,10.89562,
2020-04-01,MT,Rondonópolis,city,5,0,False,232491,5107602,2.15062,
2020-04-01,MT,Tangará da Serra,city,1,0,False,103750,5107958,0.96386,
2020-04-01,MT,Várzea Grande,city,2,0,False,284971,5108402,0.70183,
2020-04-01,MT,,state,28,0,False,3484466,51,0.80357,
2020-04-01,PA,Abaetetuba,city,1,0,False,157698,1500107,0.63412,
2020-04-01,PA,Ananindeua,city,7,0,False,530598,1500800,1.31927,
2020-04-01,PA,Barcarena,city,1,0,False,124680,1501303,0.80205,
2020-04-01,PA,Belém,city,25,0,False,1492745,1501402,1.67477,
2020-04-01,PA,Castanhal,city,1,0,False,200793,1502400,0.49803,
2020-04-01,PA,Itaituba,city,1,0,False,101247,1503606,0.98768,
2020-04-01,PA,Marabá,city,1,0,False,279349,1504208,0.35798,
2020-04-01,PA,Marituba,city,1,0,False,131521,1504422,0.76033,
2020-04-01,PA,Parauapebas,city,1,0,False,208273,1505536,0.48014,
2020-04-01,PA,Santarém,city,1,1,False,304589,1506807,0.32831,1.0
2020-04-01,PA,Tucuruí,city,1,0,False,113659,1508100,0.87982,
2020-04-01,PA,,state,41,1,False,8602865,15,0.47659,0.0244
2020-04-01,PB,Cabedelo,city,1,,False,67736,2503209,1.47632,
2020-04-01,PB,Campina Grande,city,2,,False,409731,2504009,0.48813,
2020-04-01,PB,Igaracy,city,1,,False,6117,2502607,16.34788,
2020-04-01,PB,João Pessoa,city,15,,False,809015,2507507,1.85411,
2020-04-01,PB,Patos,city,1,1,False,107605,2510808,0.92932,1.0
2020-04-01,PB,Sousa,city,1,,False,69444,2516201,1.44001,
2020-04-01,PB,,state,21,1,False,4018127,25,0.52263,0.0476
2020-04-01,PE,Aliança,city,1,0,False,38386,2600708,2.60512,
2020-04-01,PE,Belo Jardim,city,1,0,False,76439,2601706,1.30823,
2020-04-01,PE,Camaragibe,city,2,0,False,157828,2603454,1.2672,
2020-04-01,PE,Caruaru,city,1,0,False,361118,2604106,0.27692,
2020-04-01,PE,Fernando de Noronha,city,2,0,False,3061,2605459,65.33812,
2020-04-01,PE,Goiana,city,1,1,False,79758,2606200,1.25379,1.0
2020-04-01,PE,Importados/Indefinidos,city,5,1,False,,,,0.2
2020-04-01,PE,Ipubi,city,1,0,False,30854,2607307,3.24107,
2020-04-01,PE,Jaboatão dos Guararapes,city,6,0,False,702298,2607901,0.85434,
2020-04-01,PE,Olinda,city,5,1,False,392482,2609600,1.27394,0.2
2020-04-01,PE,Palmares,city,1,0,False,63250,2610004,1.58103,
2020-04-01,PE,Petrolina,city,2,0,False,349145,2611101,0.57283,
2020-04-01,PE,Recife,city,64,5,False,1645727,2611606,3.88886,0.0781
2020-04-01,PE,São Lourenço da Mata,city,3,0,False,113230,2613701,2.64947,
2020-04-01,PE,,state,95,8,False,9557071,26,0.99403,0.0842
2020-04-01,PI,Parnaíba,city,1,1,False,153078,2207702,0.65326,1.0
2020-04-01,PI,São José do Divino,city,1,1,False,5346,2210052,18.70557,1.0
2020-04-01,PI,Teresina,city,17,2,False,864845,2211001,1.96567,0.1176
2020-04-01,PI,,state,19,4,False,3273227,22,0.58047,0.2105
2020-04-01,PR,Almirante Tamandaré,city,3,0,False,118623,4100400,2.52902,
2020-04-01,PR,Arapongas,city,2,0,False,123027,4101507,1.62566,
2020-04-01,PR,Araucária,city,1,0,False,143843,4101804,0.6952,
2020-04-01,PR,Assis Chateaubriand,city,1,0,False,33362,4102000,2.99742,
2020-04-01,PR,Cambé,city,1,0,False,106533,4103701,0.93868,
2020-04-01,PR,Campo Largo,city,4,0,False,132002,4104204,3.03026,
2020-04-01,PR,Campo Mourão,city,4,0,False,94859,4104303,4.21678,
2020-04-01,PR,Cascavel,city,10,1,False,328454,4104808,3.04457,0.1
2020-04-01,PR,Castro,city,1,0,False,71484,4104907,1.39891,
2020-04-01,PR,Cianorte,city,8,0,False,82620,4105508,9.68289,
2020-04-01,PR,Colombo,city,0,0,False,243726,4105805,,
2020-04-01,PR,Contenda,city,1,0,False,18584,4106209,5.38097,
2020-04-01,PR,Curitiba,city,97,0,False,1933105,4106902,5.01783,
2020-04-01,PR,Faxinal,city,1,0,False,17251,4107603,5.79677,
2020-04-01,PR,Fazenda Rio Grande,city,1,0,False,100209,4107652,0.99791,
2020-04-01,PR,Foz do Iguaçu,city,12,0,False,258532,4108304,4.64159,
2020-04-01,PR,Francisco Beltrão,city,1,0,False,91093,4108403,1.09778,
2020-04-01,PR,Goioerê,city,1,0,False,28884,4108601,3.46212,
2020-04-01,PR,Guaíra,city,2,0,False,33119,4108809,6.03883,
2020-04-01,PR,Guarapuava,city,1,0,False,181504,4109401,0.55095,
2020-04-01,PR,Ibaiti,city,1,0,False,31364,4109708,3.18837,
2020-04-01,PR,Importados/Indefinidos,city,5,0,False,,,,
2020-04-01,PR,Iretama,city,1,0,False,10169,4110805,9.83381,
2020-04-01,PR,Lapa,city,1,0,False,48163,4113205,2.07628,
2020-04-01,PR,Londrina,city,26,0,False,569733,4113700,4.56354,
2020-04-01,PR,Marechal Cândido Rondon,city,1,0,False,52944,4114609,1.88879,
2020-04-01,PR,Maringá,city,10,2,False,423666,4115200,2.36035,0.2
2020-04-01,PR,Mariópolis,city,1,0,False,6610,4115309,15.12859,
2020-04-01,PR,Matinhos,city,1,0,False,34720,4115705,2.88018,
2020-04-01,PR,Medianeira,city,1,0,False,46198,4115804,2.1646,
2020-04-01,PR,Paranavaí,city,2,0,False,88374,4118402,2.26311,
2020-04-01,PR,Pato Branco,city,2,0,False,82881,4118501,2.4131,
2020-04-01,PR,Peabiru,city,1,0,False,13996,4118808,7.1449,
2020-04-01,PR,Pinhais,city,5,0,False,132157,4119152,3.78338,
2020-04-01,PR,Ponta Grossa,city,3,0,False,351736,4119905,0.85291,
2020-04-01,PR,Quatiguá,city,2,0,False,7449,4120705,26.84924,
2020-04-01,PR,Quatro Barras,city,1,0,False,23559,4120804,4.24466,
2020-04-01,PR,Rio Branco do Sul,city,1,0,False,32397,4122206,3.08671,
2020-04-01,PR,Rio Negro,city,1,0,False,34170,4122305,2.92654,
2020-04-01,PR,São José dos Pinhais,city,4,0,False,323340,4125506,1.23709,
2020-04-01,PR,Telêmaco Borba,city,2,0,False,78974,4127106,2.53248,
2020-04-01,PR,Terra Rica,city,1,0,False,16789,4127304,5.95628,
2020-04-01,PR,Umuarama,city,2,0,False,111557,4128104,1.79281,
2020-04-01,PR,União da Vitória,city,1,0,False,57517,4128203,1.73862,
2020-04-01,PR,Verê,city,1,0,False,7257,4128609,13.7798,
2020-04-01,PR,,state,229,3,False,11433957,41,2.00281,0.0131
2020-04-01,RJ,Angra dos Reis,city,1,0,False,203785,3300100,0.49071,
2020-04-01,RJ,Arraial do Cabo,city,1,1,False,30349,3300258,3.295,1.0
2020-04-01,RJ,Barra Mansa,city,2,0,False,184412,3300407,1.08453,
2020-04-01,RJ,Belford Roxo,city,3,0,False,510906,3300456,0.58719,
2020-04-01,RJ,Campos dos Goytacazes,city,1,0,False,507548,3301009,0.19703,
2020-04-01,RJ,Duque de Caxias,city,6,0,False,919596,3301702,0.65246,
2020-04-01,RJ,Guapimirim,city,1,0,False,60517,3301850,1.65243,
2020-04-01,RJ,Importados/Indefinidos,city,0,0,False,,,,
2020-04-01,RJ,Itaboraí,city,4,0,False,240592,3301900,1.66257,
2020-04-01,RJ,Macaé,city,1,0,False,256672,3302403,0.3896,
2020-04-01,RJ,Mangaratiba,city,1,0,False,44468,3302601,2.24881,
2020-04-01,RJ,Maricá,city,2,0,False,161207,3302700,1.24064,
2020-04-01,RJ,Miguel Pereira,city,1,1,False,25538,3302908,3.91573,1.0
2020-04-01,RJ,Niterói,city,62,1,False,513584,3303302,12.07203,0.0161
2020-04-01,RJ,Nova Iguaçu,city,7,0,False,821128,3303500,0.85249,
2020-04-01,RJ,Petrópolis,city,5,1,False,306191,3303906,1.63297,0.2
2020-04-01,RJ,Queimados,city,1,0,False,150319,3304144,0.66525,
2020-04-01,RJ,Resende,city,2,0,False,131341,3304201,1.52275,
2020-04-01,RJ,Rio Bonito,city,2,1,False,60201,3304300,3.3222,0.5
2020-04-01,RJ,Rio das Ostras,city,3,1,False,150674,3304524,1.99105,0.3333
2020-04-01,RJ,Rio de Janeiro,city,697,20,False,6718903,3304557,10.37372,0.0287
2020-04-01,RJ,São Gonçalo,city,11,1,False,1084839,3304904,1.01398,0.0909
2020-04-01,RJ,São João de Meriti,city,2,0,False,472406,3305109,0.42336,
2020-04-01,RJ,São Pedro da Aldeia,city,1,0,False,104476,3305208,0.95716,
2020-04-01,RJ,Seropédica,city,1,0,False,82312,3305554,1.21489,
2020-04-01,RJ,Teresópolis,city,1,0,False,182594,3305802,0.54766,
2020-04-01,RJ,Valença,city,1,0,False,76523,3306107,1.3068,
2020-04-01,RJ,Volta Redonda,city,12,1,False,273012,3306305,4.39541,0.0833
2020-04-01,RJ,,state,832,28,False,17264943,33,4.81901,0.0337
2020-04-01,RN,Açu,city,1,0,False,58017,2400208,1.72363,
2020-04-01,RN,Apodi,city,1,0,False,35845,2401008,2.78979,
2020-04-01,RN,Caicó,city,0,0,False,67952,2402006,,
2020-04-01,RN,Carnaubais,city,1,0,False,10759,2402501,9.29454,
2020-04-01,RN,Ceará-Mirim,city,1,0,False,73497,2402600,1.3606,
2020-04-01,RN,Importados/Indefinidos,city,2,0,False,,,,
2020-04-01,RN,Luís Gomes,city,1,0,False,10116,2407005,9.88533,
2020-04-01,RN,Macaíba,city,1,0,False,80792,2407104,1.23775,
2020-04-01,RN,Monte Alegre,city,1,0,False,22451,2407807,4.45414,
2020-04-01,RN,Mossoró,city,20,1,False,297378,2408003,6.72545,0.05
2020-04-01,RN,Natal,city,48,1,False,884122,2408102,5.42911,0.0208
2020-04-01,RN,Parnamirim,city,11,0,False,261469,2403251,4.207,
2020-04-01,RN,Passa e Fica,city,1,0,False,13277,2409100,7.53182,
2020-04-01,RN,São Gonçalo do Amarante,city,1,0,False,102400,2412005,0.97656,
2020-04-01,RN,São José de Mipibu,city,1,0,False,43899,2412203,2.27796,
2020-04-01,RN,Tibau,city,1,0,False,4106,2411056,24.3546,
2020-04-01,RN,,state,92,2,False,3506853,24,2.62343,0.0217
2020-04-01,RO,Jaru,city,1,0,False,51775,1100114,1.93143,
2020-04-01,RO,Ji-Paraná,city,1,0,False,128969,1100122,0.77538,
2020-04-01,RO,Porto Velho,city,7,1,False,529544,1100205,1.32189,0.1429
2020-04-01,RO,,state,9,1,False,1777225,11,0.50641,0.1111
2020-04-01,RR,Boa Vista,city,23,0,False,399213,1400100,5.76134,
2020-04-01,RR,Bonfim,city,3,0,False,12409,1400159,24.176,
2020-04-01,RR,,state,26,0,False,605761,14,4.29212,
2020-04-01,RS,Alegrete,city,1,0,False,73589,4300406,1.3589,
2020-04-01,RS,Alvorada,city,2,0,False,210305,4300604,0.951,
2020-04-01,RS,Anta Gorda,city,2,0,False,5981,4300703,33.43922,
2020-04-01,RS,Bagé,city,15,0,False,121143,4301602,12.38206,
2020-04-01,RS,Bento Gonçalves,city,2,0,False,120454,4302105,1.66038,
2020-04-01,RS,Cachoeira do Sul,city,1,0,False,82201,4303004,1.21653,
2020-04-01,RS,Cachoeirinha,city,1,0,False,130293,4303103,0.7675,
2020-04-01,RS,Campo Bom,city,2,0,False,66712,4303905,2.99796,
2020-04-01,RS,Canguçu,city,1,0,False,56045,4304507,1.78428,
2020-04-01,RS,Canoas,city,8,0,False,346616,4304606,2.30803,
2020-04-01,RS,Capão da Canoa,city,2,0,False,53049,4304630,3.7701,
2020-04-01,RS,Capão do Leão,city,1,0,False,25354,4304663,3.94415,
2020-04-01,RS,Carlos Barbosa,city,1,0,False,29833,4304804,3.35199,
2020-04-01,RS,Caxias do Sul,city,13,0,False,510906,4305108,2.5445,
2020-04-01,RS,Cerro Grande do Sul,city,1,0,False,12239,4305173,8.1706,
2020-04-01,RS,Charqueadas,city,1,0,False,40789,4305355,2.45164,
2020-04-01,RS,Cruzeiro do Sul,city,1,0,False,12348,4306205,8.09848,
2020-04-01,RS,Dois Irmãos,city,1,0,False,32671,4306403,3.06082,
2020-04-01,RS,Dom Pedrito,city,1,0,False,38461,4306601,2.60004,
2020-04-01,RS,Eldorado do Sul,city,1,0,False,41285,4306767,2.42219,
2020-04-01,RS,Erechim,city,3,0,False,105862,4307005,2.83388,
2020-04-01,RS,Estância Velha,city,2,0,False,50022,4307609,3.99824,
2020-04-01,RS,Estrela,city,1,0,False,34116,4307807,2.93118,
2020-04-01,RS,Farroupilha,city,1,0,False,72331,4307906,1.38253,
2020-04-01,RS,Garibaldi,city,1,0,False,35070,4308607,2.85144,
2020-04-01,RS,Gravataí,city,4,0,False,281519,4309209,1.42086,
2020-04-01,RS,Ivoti,city,3,1,False,24293,4310801,12.34924,0.3333
2020-04-01,RS,Lajeado,city,5,0,False,84014,4311403,5.95139,
2020-04-01,RS,Marau,city,2,0,False,44161,4311809,4.52888,
2020-04-01,RS,Nova Palma,city,1,0,False,6512,4313102,15.35627,
2020-04-01,RS,Novo Hamburgo,city,3,1,False,246748,4313409,1.21582,0.3333
2020-04-01,RS,Osório,city,1,0,False,45994,4313508,2.1742,
2020-04-01,RS,Paraí,city,1,0,False,7657,4314001,13.05995,
2020-04-01,RS,Passo Fundo,city,1,0,False,203275,4314100,0.49194,
2020-04-01,RS,Pelotas,city,2,0,False,342405,4314407,0.5841,
2020-04-01,RS,Piratini,city,1,0,False,20663,4314605,4.83957,
2020-04-01,RS,Porto Alegre,city,190,3,False,1483771,4314902,12.80521,0.0158
2020-04-01,RS,Rio Grande,city,2,0,False,211005,4315602,0.94784,
2020-04-01,RS,Rolante,city,1,0,False,21349,4316006,4.68406,
2020-04-01,RS,Santa Maria,city,2,0,False,282123,4316907,0.70891,
2020-04-01,RS,Sant'Ana do Livramento,city,5,0,False,77027,4317103,6.49123,
2020-04-01,RS,Santa Rosa,city,1,0,False,73254,4317202,1.36511,
2020-04-01,RS,Santiago,city,1,0,False,49425,4317400,2.02327,
2020-04-01,RS,Santo Antônio da Patrulha,city,1,0,False,42894,4317608,2.33133,
2020-04-01,RS,São Domingos do Sul,city,1,0,False,3074,4318051,32.5309,
2020-04-01,RS,São Leopoldo,city,4,0,False,236835,4318705,1.68894,
2020-04-01,RS,São Sebastião do Caí,city,2,0,False,25685,4319505,7.78665,
2020-04-01,RS,Sapiranga,city,1,0,False,81734,4319901,1.22348,
2020-04-01,RS,Serafina Corrêa,city,3,0,False,17502,4320404,17.1409,
2020-04-01,RS,Taquara,city,1,0,False,57466,4321204,1.74016,
2020-04-01,RS,Taquari,city,1,0,False,26862,4321303,3.72273,
2020-04-01,RS,Torres,city,7,0,False,38732,4321501,18.07291,
2020-04-01,RS,Viamão,city,3,0,False,255224,4323002,1.17544,
2020-04-01,RS,,state,316,5,False,11377239,43,2.77748,0.0158
2020-04-01,SC,Antônio Carlos,city,1,0,False,8513,4201208,11.74674,
2020-04-01,SC,Balneário Arroio do Silva,city,1,0,False,13071,4201950,7.65052,
2020-04-01,SC,Balneário Camboriú,city,10,0,False,142295,4202008,7.02765,
2020-04-01,SC,Blumenau,city,22,0,False,357199,4202404,6.15903,
2020-04-01,SC,Braço do Norte,city,12,0,False,33450,4202800,35.87444,
2020-04-01,SC,Brusque,city,3,0,False,134723,4202909,2.22679,
2020-04-01,SC,Camboriú,city,7,0,False,82989,4203204,8.43485,
2020-04-01,SC,Canelinha,city,1,0,False,12240,4203709,8.16993,
2020-04-01,SC,Chapecó,city,5,0,False,220367,4204202,2.26894,
2020-04-01,SC,Criciúma,city,21,0,False,215186,4204608,9.759,
2020-04-01,SC,Florianópolis,city,60,0,False,500973,4205407,11.97669,
2020-04-01,SC,Gaspar,city,2,0,False,69639,4205902,2.87195,
2020-04-01,SC,Gravatal,city,3,0,False,11501,4206207,26.08469,
2020-04-01,SC,Içara,city,1,0,False,56421,4207007,1.77239,
2020-04-01,SC,Imbituba,city,5,0,False,44853,4207304,11.14753,
2020-04-01,SC,Importados/Indefinidos,city,8,0,False,,,,
2020-04-01,SC,Indaial,city,1,0,False,69425,4207502,1.4404,
2020-04-01,SC,Itajaí,city,18,0,False,219536,4208203,8.19911,
2020-04-01,SC,Itapema,city,2,0,False,65312,4208302,3.06222,
2020-04-01,SC,Jaguaruna,city,2,0,False,20024,4208807,9.98801,
2020-04-01,SC,Jaraguá do Sul,city,4,0,False,177697,4208906,2.25102,
2020-04-01,SC,Joinville,city,14,1,False,590466,4209102,2.37101,0.0714
2020-04-01,SC,Lages,city,1,0,False,157544,4209300,0.63474,
2020-04-01,SC,Laguna,city,1,0,False,45814,4209409,2.18274,
2020-04-01,SC,Navegantes,city,3,0,False,81475,4211306,3.68211,
2020-04-01,SC,Papanduva,city,2,0,False,19320,4212205,10.35197,
2020-04-01,SC,Pescaria Brava,city,1,0,False,10091,4212650,9.90982,
2020-04-01,SC,Pomerode,city,1,0,False,33447,4213203,2.9898,
2020-04-01,SC,Porto Belo,city,4,0,False,21388,4213500,18.70208,
2020-04-01,SC,Rancho Queimado,city,2,0,False,2878,4214300,69.4927,
2020-04-01,SC,São Francisco do Sul,city,1,0,False,52721,4216206,1.89678,
2020-04-01,SC,São José,city,10,1,False,246586,4216602,4.05538,0.1
2020-04-01,SC,São Lourenço do Oeste,city,1,0,False,24076,4216909,4.15351,
2020-04-01,SC,São Ludgero,city,1,0,False,13410,4217006,7.45712,
2020-04-01,SC,São Pedro de Alcântara,city,1,0,False,5823,4217253,17.17328,
2020-04-01,SC,Siderópolis,city,2,0,False,14007,4217600,14.27857,
2020-04-01,SC,Tijucas,city,1,0,False,38407,4218004,2.60369,
2020-04-01,SC,Timbé do Sul,city,1,0,False,5348,4218103,18.69858,
2020-04-01,SC,Tubarão,city,10,0,False,105686,4218707,9.46199,
2020-04-01,SC,Urussanga,city,1,0,False,21268,4219002,4.7019,
2020-04-01,SC,,state,247,2,False,7164788,42,3.44742,0.0081
2020-04-01,SE,Aracaju,city,19,0,False,657013,2800308,2.89188,
2020-04-01,SE,Nossa Senhora da Glória,city,1,0,False,36924,2804508,2.70827,
2020-04-01,SE,Propriá,city,2,0,False,29626,2805703,6.75083,
2020-04-01,SE,,state,22,0,False,2298696,28,0.95706,
2020-04-01,SP,Americana,city,2,0,False,239597,3501608,0.83473,
2020-04-01,SP,Araçatuba,city,2,0,False,197016,3502804,1.01515,
2020-04-01,SP,Arujá,city,2,0,False,89824,3503901,2.22658,
2020-04-01,SP,Barueri,city,21,0,False,274182,3505708,7.65915,
2020-04-01,SP,Bauru,city,2,0,False,376818,3506003,0.53076,
2020-04-01,SP,Brodowski,city,1,0,False,24939,3507803,4.00978,
2020-04-01,SP,Cachoeira Paulista,city,1,0,False,33327,3508603,3.00057,
2020-04-01,SP,Caieiras,city,11,1,False,101470,3509007,10.84064,0.0909
2020-04-01,SP,Cajamar,city,1,0,False,76801,3509205,1.30207,
2020-04-01,SP,Campinas,city,22,1,False,1204073,3509502,1.82713,0.0455
2020-04-01,SP,Carapicuíba,city,7,0,False,400927,3510609,1.74595,
2020-04-01,SP,Cotia,city,21,2,False,249210,3513009,8.42663,0.0952
2020-04-01,SP,Diadema,city,8,0,False,423884,3513801,1.88731,
2020-04-01,SP,Embu das Artes,city,8,1,False,273726,3515004,2.92263,0.125
2020-04-01,SP,Ferraz de Vasconcelos,city,9,0,False,194276,3515707,4.63258,
2020-04-01,SP,Franco da Rocha,city,4,0,False,154489,3516408,2.58918,
2020-04-01,SP,Guarujá,city,1,0,False,320459,3518701,0.31205,
2020-04-01,SP,Guarulhos,city,25,2,False,1379182,3518800,1.81267,0.08
2020-04-01,SP,Hortolândia,city,1,0,False,230851,3519071,0.43318,
2020-04-01,SP,Importados/Indefinidos,city,59,0,False,,,,
2020-04-01,SP,Indaiatuba,city,2,0,False,251627,3520509,0.79483,
2020-04-01,SP,Iracemápolis,city,1,0,False,24235,3521408,4.12626,
2020-04-01,SP,Itanhaém,city,2,0,False,101816,3522109,1.96433,
2020-04-01,SP,Itapecerica da Serra,city,4,0,False,175693,3522208,2.2767,
2020-04-01,SP,Itapevi,city,6,0,False,237700,3522505,2.52419,
2020-04-01,SP,Itaquaquecetuba,city,3,0,False,370821,3523107,0.80902,
2020-04-01,SP,Itupeva,city,1,0,False,61252,3524006,1.6326,
2020-04-01,SP,Jaguariúna,city,1,0,False,57488,3524709,1.73949,
2020-04-01,SP,Jandira,city,2,0,False,124937,3525003,1.60081,
2020-04-01,SP,Jundiaí,city,5,0,False,418962,3525904,1.19343,
2020-04-01,SP,Lençóis Paulista,city,1,0,False,68432,3526803,1.4613,
2020-04-01,SP,Limeira,city,2,0,False,306114,3526902,0.65335,
2020-04-01,SP,Louveira,city,1,0,False,48885,3527306,2.04562,
2020-04-01,SP,Mairiporã,city,2,0,False,100179,3528502,1.99643,
2020-04-01,SP,Matão,city,1,0,False,83170,3529302,1.20236,
2020-04-01,SP,Mauá,city,3,0,False,472912,3529401,0.63437,
2020-04-01,SP,Mogi das Cruzes,city,11,0,False,445842,3530607,2.46724,
2020-04-01,SP,Mogi Guaçu,city,1,0,False,151888,3530706,0.65838,
2020-04-01,SP,Nova Odessa,city,1,0,False,60174,3533403,1.66185,
