Codigo;Municipio;Estado;0-19;20-44;45-54;55-64;65-74;75+
313730;Lagoa dos Patos;MG;1459.0;1571.0;375.0;328.0;188.0;138.0
313740;Lagoa Dourada;MG;3848.0;4902.0;1472.0;956.0;616.0;360.0
313750;Lagoa Formosa;MG;4875.0;6572.0;2256.0;1649.0;1123.0;656.0
313753;Lagoa Grande;MG;2858.0;3511.0;1006.0;645.0;406.0;180.0
313760;Lagoa Santa;MG;17668.0;22482.0;7165.0;4214.0;2353.0;1515.0
313770;Lajinha;MG;6601.0;7744.0;2094.0;1581.0;964.0;691.0
313780;Lambari;MG;5684.0;7198.0;2631.0;1906.0;1213.0;818.0
313790;Lamim;MG;958.0;1227.0;415.0;320.0;250.0;158.0
313800;Laranjal;MG;1494.0;2436.0;924.0;736.0;423.0;350.0
313810;Lassance;MG;2280.0;2274.0;758.0;510.0;303.0;190.0
313820;Lavras;MG;29270.0;37956.0;12683.0;8442.0;4649.0;3200.0
313830;Leandro Ferreira;MG;884.0;1218.0;362.0;308.0;203.0;145.0
313835;Leme do Prado;MG;1669.0;1902.0;471.0;289.0;198.0;122.0
313840;Leopoldina;MG;14865.0;19293.0;6604.0;5049.0;3213.0;2248.0
313850;Liberdade;MG;1381.0;1925.0;703.0;553.0;381.0;225.0
313860;Lima Duarte;MG;4597.0;5882.0;2287.0;1568.0;1020.0;696.0
313862;Limeira do Oeste;MG;2246.0;2845.0;937.0;506.0;341.0;209.0
313865;Lontra;MG;3011.0;3053.0;861.0;697.0;469.0;314.0
313867;Luisburgo;MG;2194.0;2399.0;712.0;447.0;294.0;182.0
313868;Luislândia;MG;2477.0;2308.0;591.0;442.0;303.0;181.0
313870;Luminárias;MG;1564.0;1995.0;717.0;519.0;325.0;159.0
313880;Luz;MG;5018.0;6743.0;2327.0;1673.0;1030.0;624.0
313890;Machacalis;MG;2296.0;2465.0;761.0;566.0;463.0;324.0
313900;Machado;MG;12028.0;15319.0;4891.0;3329.0;1816.0;1187.0
313910;Madre de Deus de Minas;MG;1426.0;1820.0;710.0;443.0;281.0;204.0
313920;Malacacheta;MG;6815.0;6338.0;1944.0;1569.0;1027.0;764.0
313925;Mamonas;MG;1787.0;2242.0;851.0;626.0;481.0;272.0
313930;Manga;MG;7967.0;6611.0;1873.0;1325.0;894.0;649.0
313940;Manhuaçu;MG;28209.0;32728.0;9117.0;6024.0;3290.0;2338.0
313950;Manhumirim;MG;7076.0;8085.0;2592.0;1779.0;1129.0;786.0
313960;Mantena;MG;8273.0;10351.0;3260.0;2400.0;1568.0;1167.0
313970;Maravilhas;MG;2251.0;2901.0;874.0;567.0;312.0;201.0
313980;Mar de Espanha;MG;3536.0;4469.0;1612.0;1105.0;750.0;509.0
313990;Maria da Fé;MG;4675.0;5292.0;1810.0;1223.0;690.0;459.0
314000;Mariana;MG;19228.0;23267.0;6414.0;3990.0;2079.0;1297.0
314010;Marilac;MG;1526.0;1462.0;410.0;317.0;224.0;198.0
314015;Mário Campos;MG;4999.0;5543.0;1502.0;896.0;482.0;275.0
314020;Maripá de Minas;MG;775.0;1030.0;371.0;281.0;184.0;143.0
314030;Marliéria;MG;1260.0;1429.0;498.0;352.0;250.0;187.0
314040;Marmelópolis;MG;934.0;1075.0;403.0;265.0;179.0;87.0
314050;Martinho Campos;MG;3824.0;4831.0;1592.0;1130.0;710.0;493.0
314053;Martins Soares;MG;2641.0;2858.0;780.0;594.0;315.0;234.0
314055;Mata Verde;MG;2703.0;2948.0;747.0;613.0;418.0;296.0
314060;Materlândia;MG;1510.0;1549.0;471.0;339.0;324.0;216.0
314070;Mateus Leme;MG;9715.0;11127.0;3390.0;2387.0;1367.0;779.0
314080;Matias Barbosa;MG;3874.0;5161.0;1869.0;1323.0;779.0;505.0
314085;Matias Cardoso;MG;3960.0;3566.0;896.0;622.0;352.0;247.0
314090;Matipó;MG;6660.0;6688.0;1912.0;1214.0;733.0;548.0
314100;Mato Verde;MG;3959.0;4899.0;1434.0;1046.0;689.0;480.0
314110;Matozinhos;MG;11496.0;14555.0;4103.0;2505.0;1434.0;831.0
314120;Matutina;MG;1003.0;1266.0;533.0;436.0;308.0;187.0
314130;Medeiros;MG;1074.0;1346.0;461.0;313.0;177.0;94.0
314140;Medina;MG;7054.0;7284.0;2171.0;1751.0;1291.0;859.0
314150;Mendes Pimentel;MG;1875.0;2343.0;735.0;628.0;399.0;274.0
314160;Mercês;MG;2949.0;3764.0;1337.0;989.0;734.0;474.0
314170;Mesquita;MG;1803.0;2122.0;727.0;575.0;349.0;324.0
314180;Minas Novas;MG;11600.0;11666.0;2751.0;1887.0;1185.0;646.0
314190;Minduri;MG;1172.0;1373.0;524.0;370.0;215.0;138.0
314200;Mirabela;MG;4593.0;4788.0;1363.0;1046.0;721.0;456.0
314210;Miradouro;MG;2747.0;3995.0;1258.0;873.0;564.0;410.0
314220;Miraí;MG;3978.0;5248.0;1768.0;1314.0;754.0;624.0
314225;Miravânia;MG;1652.0;1577.0;455.0;322.0;241.0;171.0
314230;Moeda;MG;1354.0;1641.0;619.0;455.0;315.0;271.0
314240;Moema;MG;1981.0;2865.0;832.0;651.0;407.0;224.0
314250;Monjolos;MG;736.0;839.0;254.0;204.0;151.0;78.0
314260;Monsenhor Paulo;MG;2411.0;3135.0;1104.0;729.0;413.0;291.0
314270;Montalvânia;MG;5722.0;5227.0;1700.0;1316.0;872.0;600.0
314280;Monte Alegre de Minas;MG;5809.0;7611.0;2526.0;1875.0;1183.0;864.0
314290;Monte Azul;MG;6914.0;7972.0;2693.0;2029.0;1331.0;870.0
314300;Monte Belo;MG;3751.0;5028.0;1707.0;1209.0;802.0;517.0
314310;Monte Carmelo;MG;14188.0;18918.0;5958.0;3780.0;2080.0;1098.0
314315;Monte Formoso;MG;1824.0;1499.0;391.0;326.0;236.0;153.0
314320;Monte Santo de Minas;MG;5963.0;7868.0;2779.0;2111.0;1371.0;986.0
314330;Montes Claros;MG;128614.0;159314.0;40728.0;25879.0;14308.0;8169.0
314340;Monte Sião;MG;5857.0;9157.0;2799.0;1802.0;1012.0;643.0
314345;Montezuma;MG;2709.0;2775.0;734.0;516.0;350.0;211.0
314350;Morada Nova de Minas;MG;2473.0;3174.0;1101.0;703.0;498.0;257.0
314360;Morro da Garça;MG;847.0;965.0;318.0;211.0;156.0;89.0
314370;Morro do Pilar;MG;1042.0;1135.0;414.0;304.0;240.0;174.0
314380;Munhoz;MG;1827.0;2375.0;803.0;578.0;292.0;165.0
314390;Muriaé;MG;30151.0;40957.0;13273.0;9249.0;5313.0;3861.0
314400;Mutum;MG;8348.0;10164.0;3031.0;2342.0;1540.0;1036.0
314410;Muzambinho;MG;5826.0;7722.0;2849.0;1979.0;1191.0;879.0
314420;Nacip Raydan;MG;1018.0;1056.0;316.0;259.0;218.0;149.0
314430;Nanuque;MG;12693.0;15598.0;4617.0;3280.0;2443.0;1594.0
314435;Naque;MG;2375.0;2386.0;696.0;497.0;301.0;203.0
314437;Natalândia;MG;1139.0;1265.0;356.0;240.0;158.0;77.0
314440;Natércia;MG;1096.0;1703.0;689.0;527.0;315.0;253.0
314450;Nazareno;MG;2373.0;3091.0;997.0;695.0;444.0;270.0
314460;Nepomuceno;MG;7640.0;9746.0;3272.0;2460.0;1379.0;967.0
314465;Ninheira;MG;3394.0;3551.0;978.0;794.0;519.0;359.0
314467;Nova Belém;MG;1236.0;1353.0;434.0;298.0;160.0;80.0
314470;Nova Era;MG;5438.0;6737.0;2317.0;1391.0;865.0;670.0
314480;Nova Lima;MG;26392.0;35793.0;11143.0;7084.0;3679.0;2171.0
314490;Nova Módica;MG;1199.0;1300.0;410.0;309.0;267.0;163.0
314500;Nova Ponte;MG;4316.0;5709.0;1534.0;861.0;504.0;244.0
314505;Nova Porteirinha;MG;2600.0;2972.0;729.0;484.0;307.0;160.0
314510;Nova Resende;MG;4881.0;6210.0;1900.0;1303.0;682.0;502.0
314520;Nova Serrana;MG;29099.0;38808.0;7007.0;3517.0;1602.0;724.0
314530;Novo Cruzeiro;MG;11843.0;10573.0;2756.0;2054.0;1433.0;977.0
314535;Novo Oriente de Minas;MG;3796.0;3503.0;953.0;894.0;688.0;418.0
314537;Novorizonte;MG;1696.0;1746.0;467.0;422.0;321.0;229.0
314540;Olaria;MG;504.0;686.0;273.0;218.0;140.0;79.0
314545;Olhos-d'Água;MG;1993.0;2058.0;542.0;366.0;214.0;95.0
314550;Olímpio Noronha;MG;783.0;921.0;341.0;270.0;168.0;92.0
314560;Oliveira;MG;11204.0;15558.0;5297.0;3547.0;2189.0;1577.0
314570;Oliveira Fortes;MG;574.0;784.0;272.0;233.0;120.0;78.0
314580;Onça de Pitangui;MG;998.0;1130.0;353.0;243.0;176.0;95.0
314585;Oratórios;MG;1464.0;1693.0;562.0;378.0;230.0;181.0
314587;Orizânia;MG;2739.0;2841.0;752.0;549.0;315.0;212.0
314590;Ouro Branco;MG;11635.0;15235.0;5086.0;2729.0;1089.0;620.0
314600;Ouro Fino;MG;8681.0;12138.0;4255.0;3201.0;1949.0;1360.0
314610;Ouro Preto;MG;22011.0;28668.0;8887.0;5790.0;3350.0;2074.0
314620;Ouro Verde de Minas;MG;2241.0;2040.0;592.0;462.0;378.0;273.0
314625;Padre Carvalho;MG;2270.0;2097.0;518.0;378.0;194.0;153.0
314630;Padre Paraíso;MG;7047.0;6606.0;1803.0;1426.0;1150.0;712.0
314640;Paineiras;MG;1189.0;1612.0;668.0;492.0;379.0;193.0
314650;Pains;MG;2186.0;3046.0;1146.0;728.0;484.0;339.0
314655;Pai Pedro;MG;2108.0;2164.0;581.0;433.0;274.0;175.0
314660;Paiva;MG;410.0;534.0;243.0;153.0;116.0;103.0
314670;Palma;MG;1579.0;2375.0;929.0;696.0;459.0;354.0
314675;Palmópolis;MG;2265.0;2194.0;722.0;596.0;406.0;308.0
314690;Papagaios;MG;4906.0;5859.0;1627.0;918.0;499.0;325.0
314700;Paracatu;MG;31355.0;35546.0;9385.0;5409.0;2960.0;1783.0
314710;Pará de Minas;MG;26803.0;35615.0;10990.0;6741.0;3823.0;2393.0
314720;Paraguaçu;MG;6097.0;7734.0;2663.0;1917.0;1203.0;874.0
314730;Paraisópolis;MG;5602.0;7650.0;2597.0;1709.0;1184.0;690.0
314740;Paraopeba;MG;7578.0;9213.0;2810.0;1717.0;879.0;570.0
314750;Passabém;MG;476.0;580.0;223.0;189.0;150.0;93.0
314760;Passa Quatro;MG;4698.0;6003.0;2137.0;1455.0;803.0;556.0
314770;Passa Tempo;MG;2051.0;3039.0;1103.0;852.0;564.0;388.0
314780;Passa-Vinte;MG;603.0;726.0;285.0;193.0;141.0;92.0
314790;Passos;MG;32581.0;42680.0;14059.0;9814.0;5671.0;3392.0
314795;Patis;MG;1993.0;2018.0;508.0;441.0;275.0;168.0
314800;Patos de Minas;MG;42267.0;57254.0;19021.0;12412.0;7183.0;4216.0
314810;Patrocínio;MG;27540.0;34153.0;10372.0;6515.0;3754.0;2215.0
314820;Patrocínio do Muriaé;MG;1355.0;1977.0;717.0;550.0;393.0;259.0
314830;Paula Cândido;MG;2802.0;3454.0;1146.0;761.0;523.0;414.0
314840;Paulistas;MG;1736.0;1504.0;528.0;377.0;331.0;264.0
314850;Pavão;MG;2611.0;2987.0;936.0;735.0;575.0;418.0
314860;Peçanha;MG;5985.0;6161.0;1689.0;1262.0;965.0;684.0
314870;Pedra Azul;MG;8651.0;8466.0;2420.0;1827.0;1252.0;800.0
314875;Pedra Bonita;MG;2453.0;2642.0;651.0;438.0;262.0;145.0
314880;Pedra do Anta;MG;968.0;1132.0;420.0;352.0;271.0;197.0
314890;Pedra do Indaiá;MG;972.0;1478.0;528.0;402.0;274.0;155.0
314900;Pedra Dourada;MG;774.0;878.0;233.0;183.0;108.0;74.0
314910;Pedralva;MG;3593.0;4108.0;1466.0;1075.0;632.0;422.0
314915;Pedras de Maria da Cruz;MG;3931.0;3693.0;1094.0;733.0;482.0;273.0
314920;Pedrinópolis;MG;959.0;1326.0;422.0;365.0;187.0;124.0
314930;Pedro Leopoldo;MG;18469.0;24206.0;7895.0;5045.0;2659.0;1827.0
314940;Pedro Teixeira;MG;495.0;695.0;245.0;156.0;97.0;52.0
314950;Pequeri;MG;934.0;1158.0;441.0;298.0;191.0;150.0
314960;Pequi;MG;1242.0;1516.0;523.0;339.0;253.0;206.0
314970;Perdigão;MG;3235.0;3990.0;1018.0;640.0;433.0;247.0
314980;Perdizes;MG;4856.0;6014.0;1775.0;1085.0;591.0;242.0
314990;Perdões;MG;5685.0;7770.0;2689.0;1965.0;1109.0;796.0
314995;Periquito;MG;2644.0;2465.0;695.0;480.0;376.0;275.0
315000;Pescador;MG;1408.0;1428.0;424.0;308.0;277.0;185.0
315010;Piau;MG;701.0;994.0;392.0;313.0;229.0;137.0
315015;Piedade de Caratinga;MG;2775.0;2867.0;752.0;499.0;326.0;206.0
315020;Piedade de Ponte Nova;MG;1343.0;1505.0;443.0;319.0;220.0;177.0
315030;Piedade do Rio Grande;MG;1247.0;1555.0;680.0;530.0;386.0;216.0
315040;Piedade dos Gerais;MG;1341.0;1699.0;609.0;476.0;320.0;195.0
315050;Pimenta;MG;2167.0;3350.0;1135.0;720.0;423.0;258.0
315053;Pingo-d'Água;MG;1450.0;1695.0;512.0;403.0;216.0;124.0
315057;Pintópolis;MG;2807.0;2328.0;676.0;566.0;365.0;222.0
315060;Piracema;MG;1780.0;2290.0;876.0;628.0;426.0;319.0
315070;Pirajuba;MG;1648.0;2194.0;502.0;342.0;193.0;141.0
315080;Piranga;MG;5478.0;6236.0;1854.0;1356.0;957.0;759.0
315090;Piranguçu;MG;1533.0;1939.0;703.0;504.0;302.0;219.0
315100;Piranguinho;MG;2628.0;3009.0;1028.0;717.0;459.0;296.0
315110;Pirapetinga;MG;3313.0;4103.0;1379.0;940.0;552.0;366.0
315120;Pirapora;MG;18869.0;21523.0;6169.0;3970.0;2030.0;1418.0
315130;Piraúba;MG;2971.0;4075.0;1472.0;1061.0;668.0;522.0
315140;Pitangui;MG;8253.0;10169.0;3083.0;2013.0;1187.0;908.0
315150;Piumhi;MG;9308.0;12628.0;4451.0;3034.0;1788.0;1273.0
315160;Planura;MG;3122.0;4572.0;1254.0;825.0;467.0;200.0
315170;Poço Fundo;MG;4164.0;6123.0;2276.0;1706.0;958.0;625.0
315180;Poços de Caldas;MG;43428.0;62520.0;20375.0;15365.0;8566.0;5429.0
315190;Pocrane;MG;2495.0;3057.0;1112.0;964.0;659.0;512.0
315200;Pompéu;MG;10174.0;11564.0;3403.0;2165.0;1341.0;811.0
315210;Ponte Nova;MG;16621.0;22699.0;7713.0;5249.0;2913.0;2322.0
315213;Ponto Chique;MG;1476.0;1508.0;366.0;293.0;185.0;103.0
315217;Ponto dos Volantes;MG;4217.0;3764.0;1046.0;875.0;709.0;396.0
315220;Porteirinha;MG;12229.0;14701.0;4127.0;3119.0;1887.0;1242.0
315230;Porto Firme;MG;2898.0;4182.0;1328.0;876.0;633.0;476.0
315240;Poté;MG;5342.0;5388.0;1589.0;1264.0;963.0;765.0
315250;Pouso Alegre;MG;41298.0;55844.0;17553.0;11455.0;5958.0;3828.0
315260;Pouso Alto;MG;1747.0;2228.0;916.0;593.0;428.0;272.0
315270;Prados;MG;2373.0;3340.0;1144.0;697.0;472.0;285.0
315280;Prata;MG;8035.0;10680.0;3168.0;2201.0;1257.0;760.0
315290;Pratápolis;MG;2204.0;3014.0;1303.0;957.0;678.0;457.0
315300;Pratinha;MG;874.0;1282.0;456.0;342.0;250.0;135.0
315310;Presidente Bernardes;MG;1651.0;1768.0;712.0;495.0;379.0;297.0
315320;Presidente Juscelino;MG;1216.0;1373.0;424.0;329.0;262.0;142.0
315330;Presidente Kubitschek;MG;1044.0;1059.0;283.0;232.0;158.0;104.0
315340;Presidente Olegário;MG;5546.0;7301.0;2246.0;1708.0;1079.0;593.0
315350;Alto Jequitibá;MG;2532.0;3115.0;1069.0;716.0;417.0;385.0
315360;Prudente de Morais;MG;3444.0;3879.0;1222.0;691.0;430.0;231.0
315370;Quartel Geral;MG;1016.0;1141.0;442.0;326.0;211.0;120.0
315380;Queluzito;MG;461.0;650.0;285.0;209.0;152.0;89.0
315390;Raposos;MG;4787.0;6459.0;1912.0;1311.0;587.0;406.0
315400;Raul Soares;MG;6660.0;8517.0;3112.0;2239.0;1641.0;1258.0
315410;Recreio;MG;2679.0;3535.0;1385.0;1153.0;820.0;597.0
315415;Reduto;MG;2358.0;2526.0;734.0;479.0;303.0;207.0
315420;Resende Costa;MG;3127.0;4058.0;1545.0;1032.0;691.0;456.0
315430;Resplendor;MG;5157.0;6078.0;2072.0;1695.0;1164.0;805.0
315440;Ressaquinha;MG;1427.0;1778.0;599.0;438.0;273.0;162.0
315445;Riachinho;MG;2821.0;2794.0;917.0;605.0;366.0;215.0
315450;Riacho dos Machados;MG;3414.0;3464.0;896.0;667.0;394.0;256.0
315460;Ribeirão das Neves;MG;107549.0;130198.0;32946.0;19973.0;8957.0;4567.0
315470;Ribeirão Vermelho;MG;1022.0;1378.0;605.0;378.0;236.0;225.0
315480;Rio Acima;MG;2976.0;3954.0;1108.0;706.0;422.0;219.0
315490;Rio Casca;MG;4246.0;5089.0;1751.0;1261.0;772.0;649.0
315500;Rio Doce;MG;684.0;858.0;380.0;212.0;168.0;142.0
315510;Rio do Prado;MG;1697.0;1846.0;565.0;405.0;315.0;234.0
315520;Rio Espera;MG;1668.0;2017.0;731.0;555.0;454.0;282.0
315530;Rio Manso;MG;1413.0;2058.0;699.0;548.0;366.0;193.0
315540;Rio Novo;MG;2420.0;3224.0;1174.0;837.0;553.0;398.0
315550;Rio Paranaíba;MG;3430.0;4994.0;1453.0;990.0;583.0;327.0
315560;Rio Pardo de Minas;MG;11263.0;11089.0;2761.0;1973.0;1226.0;728.0
315570;Rio Piracicaba;MG;4156.0;5356.0;1844.0;1316.0;826.0;533.0
315580;Rio Pomba;MG;4991.0;6485.0;2202.0;1615.0;1102.0;843.0
315590;Rio Preto;MG;1367.0;1954.0;747.0;491.0;354.0;250.0
315600;Rio Vermelho;MG;4995.0;4232.0;1374.0;1072.0;756.0;528.0
315610;Ritápolis;MG;1341.0;1696.0;690.0;562.0;335.0;205.0
315620;Rochedo de Minas;MG;654.0;784.0;297.0;190.0;124.0;81.0
315630;Rodeiro;MG;2346.0;3038.0;829.0;513.0;313.0;220.0
315640;Romaria;MG;1029.0;1403.0;471.0;320.0;208.0;77.0
315645;Rosário da Limeira;MG;1327.0;1676.0;505.0;373.0;236.0;151.0
315650;Rubelita;MG;2451.0;2363.0;811.0;704.0;483.0;266.0
315660;Rubim;MG;2958.0;3445.0;1096.0;875.0;709.0;501.0
315670;Sabará;MG;42113.0;52841.0;15476.0;9485.0;5137.0;3047.0
315680;Sabinópolis;MG;5166.0;5396.0;1743.0;1219.0;925.0;722.0
315690;Sacramento;MG;7294.0;9714.0;3044.0;2087.0;1280.0;877.0
315700;Salinas;MG;13057.0;15162.0;4267.0;3251.0;2287.0;1568.0
315710;Salto da Divisa;MG;2165.0;2365.0;790.0;520.0;384.0;277.0
315720;Santa Bárbara;MG;9481.0;11602.0;3502.0;2073.0;1167.0;744.0
315725;Santa Bárbara do Leste;MG;2522.0;3051.0;879.0;633.0;385.0;248.0
315727;Santa Bárbara do Monte Verde;MG;818.0;1062.0;378.0;253.0;170.0;104.0
315730;Santa Bárbara do Tugúrio;MG;1266.0;1682.0;572.0;453.0;252.0;182.0
315733;Santa Cruz de Minas;MG;2396.0;3312.0;1019.0;624.0;332.0;179.0
315737;Santa Cruz de Salinas;MG;1426.0;1359.0;461.0;408.0;305.0;181.0
315740;Santa Cruz do Escalvado;MG;1424.0;1682.0;607.0;468.0;385.0;270.0
315750;Santa Efigênia de Minas;MG;1711.0;1555.0;453.0;354.0;257.0;153.0
315760;Santa Fé de Minas;MG;1439.0;1309.0;451.0;280.0;192.0;116.0
315765;Santa Helena de Minas;MG;2427.0;1992.0;547.0;465.0;321.0;221.0
315770;Santa Juliana;MG;3762.0;5143.0;1401.0;862.0;472.0;259.0
315780;Santa Luzia;MG;70157.0;87371.0;23316.0;14735.0;7313.0;3810.0
315790;Santa Margarida;MG;5392.0;5886.0;1651.0;1101.0;671.0;444.0
315800;Santa Maria de Itabira;MG;3743.0;3853.0;1136.0;805.0;553.0;471.0
315810;Santa Maria do Salto;MG;1561.0;1814.0;619.0;473.0;327.0;248.0
315820;Santa Maria do Suaçuí;MG;5124.0;5000.0;1517.0;1100.0;790.0;585.0
315830;Santana da Vargem;MG;2175.0;2820.0;912.0;638.0;343.0;193.0
315840;Santana de Cataguases;MG;874.0;1265.0;517.0;407.0;291.0;183.0
315850;Santana de Pirapama;MG;2175.0;2752.0;968.0;783.0;566.0;380.0
315860;Santana do Deserto;MG;1127.0;1427.0;507.0;352.0;242.0;141.0
315870;Santana do Garambéu;MG;650.0;877.0;260.0;237.0;134.0;86.0
315880;Santana do Jacaré;MG;1393.0;1726.0;545.0;426.0;324.0;224.0
315890;Santana do Manhuaçu;MG;2936.0;3248.0;924.0;668.0;424.0;299.0
315895;Santana do Paraíso;MG;11443.0;11784.0;3088.0;1955.0;1000.0;617.0
315900;Santana do Riacho;MG;1299.0;1567.0;475.0;376.0;227.0;158.0
315910;Santana dos Montes;MG;1133.0;1348.0;456.0;359.0;238.0;161.0
315920;Santa Rita de Caldas;MG;2129.0;3331.0;1275.0;1053.0;618.0;420.0
315930;Santa Rita de Jacutinga;MG;1236.0;1742.0;708.0;503.0;391.0;285.0
315935;Santa Rita de Minas;MG;2225.0;2605.0;764.0;523.0;340.0;217.0
315940;Santa Rita de Ibitipoca;MG;1035.0;1280.0;450.0;341.0;211.0;137.0
315950;Santa Rita do Itueto;MG;1872.0;2065.0;662.0;523.0;306.0;200.0
315960;Santa Rita do Sapucaí;MG;11937.0;15978.0;4791.0;3114.0;1759.0;1199.0
315970;Santa Rosa da Serra;MG;969.0;1200.0;426.0;294.0;188.0;91.0
315980;Santa Vitória;MG;5550.0;7365.0;2336.0;1624.0;1132.0;690.0
315990;Santo Antônio do Amparo;MG;5551.0;6623.0;2150.0;1499.0;898.0;502.0
316000;Santo Antônio do Aventureiro;MG;933.0;1238.0;487.0;375.0;254.0;180.0
316010;Santo Antônio do Grama;MG;1336.0;1442.0;490.0;373.0;255.0;198.0
316020;Santo Antônio do Itambé;MG;1546.0;1285.0;367.0;333.0;184.0;143.0
316030;Santo Antônio do Jacinto;MG;3808.0;3947.0;1295.0;1021.0;750.0;488.0
316040;Santo Antônio do Monte;MG;8214.0;10604.0;3298.0;2127.0;1228.0;873.0
316045;Santo Antônio do Retiro;MG;2602.0;2447.0;670.0;523.0;310.0;196.0
316050;Santo Antônio do Rio Abaixo;MG;559.0;606.0;252.0;144.0;93.0;81.0
316060;Santo Hipólito;MG;1000.0;1029.0;427.0;280.0;209.0;150.0
316070;Santos Dumont;MG;13152.0;17379.0;6690.0;4351.0;2606.0;1789.0
316080;São Bento Abade;MG;1755.0;1829.0;485.0;313.0;186.0;91.0
316090;São Brás do Suaçuí;MG;936.0;1407.0;521.0;316.0;227.0;142.0
316095;São Domingos das Dores;MG;2024.0;2168.0;585.0;323.0;203.0;130.0
316100;São Domingos do Prata;MG;4863.0;6148.0;2336.0;1679.0;1197.0;874.0
316105;São Félix de Minas;MG;1142.0;1219.0;369.0;252.0;217.0;115.0
316110;São Francisco;MG;22430.0;18597.0;4945.0;3656.0;2403.0;1561.0
316120;São Francisco de Paula;MG;1873.0;2572.0;833.0;530.0;344.0;257.0
316130;São Francisco de Sales;MG;1651.0;2453.0;809.0;432.0;269.0;178.0
316140;São Francisco do Glória;MG;1478.0;1865.0;637.0;484.0;312.0;227.0
316150;São Geraldo;MG;2879.0;4033.0;1395.0;978.0;616.0;487.0
316160;São Geraldo da Piedade;MG;1482.0;1413.0;461.0;375.0;238.0;183.0
316165;São Geraldo do Baixio;MG;1130.0;1289.0;454.0;294.0;200.0;116.0
316170;São Gonçalo do Abaeté;MG;2014.0;2306.0;736.0;546.0;318.0;200.0
316180;São Gonçalo do Pará;MG;3222.0;4222.0;1343.0;911.0;657.0;375.0
316190;São Gonçalo do Rio Abaixo;MG;3352.0;4066.0;1084.0;739.0;471.0;326.0
316200;São Gonçalo do Sapucaí;MG;7872.0;9018.0;3035.0;2203.0;1220.0;897.0
316210;São Gotardo;MG;11989.0;13661.0;3699.0;2316.0;1370.0;889.0
316220;São João Batista do Glória;MG;2116.0;2723.0;912.0;663.0;389.0;209.0
316225;São João da Lagoa;MG;1558.0;1745.0;537.0;412.0;211.0;129.0
316230;São João da Mata;MG;753.0;1023.0;432.0;275.0;157.0;98.0
316240;São João da Ponte;MG;9005.0;9081.0;2519.0;1957.0;1264.0;741.0
316245;São João das Missões;MG;5788.0;3997.0;870.0;581.0;430.0;220.0
316250;São João del Rei;MG;23416.0;33460.0;12650.0;8199.0;4802.0;3205.0
316255;São João do Manhuaçu;MG;3904.0;4171.0;1138.0;723.0;395.0;257.0
316257;São João do Manteninha;MG;1665.0;1970.0;645.0;484.0;345.0;258.0
316260;São João do Oriente;MG;2587.0;2801.0;884.0;709.0;507.0;325.0
316265;São João do Pacuí;MG;1378.0;1462.0;398.0;346.0;233.0;135.0
316270;São João do Paraíso;MG;7872.0;8592.0;2199.0;1727.0;1132.0;674.0
316280;São João Evangelista;MG;5575.0;5271.0;1727.0;1243.0;967.0;675.0
316290;São João Nepomuceno;MG;7275.0;9285.0;3605.0;2459.0;1422.0;1259.0
316292;São Joaquim de Bicas;MG;8785.0;11799.0;2726.0;1716.0;1011.0;563.0
316294;São José da Barra;MG;2195.0;2658.0;928.0;632.0;287.0;167.0
316295;São José da Lapa;MG;7277.0;8491.0;2447.0;1468.0;764.0;463.0
316300;São José da Safira;MG;1566.0;1552.0;381.0;245.0;160.0;103.0
316310;São José da Varginha;MG;1296.0;1722.0;527.0;309.0;199.0;159.0
316320;São José do Alegre;MG;1273.0;1462.0;553.0;368.0;253.0;142.0
316330;São José do Divino;MG;1320.0;1376.0;419.0;299.0;209.0;135.0
316340;São José do Goiabal;MG;1661.0;1911.0;774.0;506.0;343.0;268.0
316350;São José do Jacuri;MG;2192.0;2240.0;684.0;530.0;387.0;275.0
316360;São José do Mantimento;MG;904.0;958.0;329.0;208.0;151.0;98.0
316370;São Lourenço;MG;12280.0;16057.0;5775.0;4139.0;2504.0;1867.0
316380;São Miguel do Anta;MG;1918.0;2479.0;889.0;630.0;399.0;329.0
316390;São Pedro da União;MG;1309.0;1739.0;713.0;591.0;339.0;206.0
316400;São Pedro dos Ferros;MG;2438.0;2872.0;1028.0;753.0;508.0;378.0
316410;São Pedro do Suaçuí;MG;1777.0;1864.0;563.0;513.0;417.0;270.0
316420;São Romão;MG;3832.0;4096.0;999.0;680.0;365.0;231.0
316430;São Roque de Minas;MG;1807.0;2605.0;912.0;674.0;384.0;242.0
316440;São Sebastião da Bela Vista;MG;1577.0;1924.0;634.0;465.0;266.0;159.0
316443;São Sebastião da Vargem Alegre;MG;788.0;1098.0;362.0;254.0;157.0;91.0
316447;São Sebastião do Anta;MG;2167.0;2296.0;583.0;388.0;240.0;164.0
316450;São Sebastião do Maranhão;MG;3708.0;3376.0;1031.0;868.0;614.0;394.0
316460;São Sebastião do Oeste;MG;1941.0;2435.0;725.0;522.0;341.0;223.0
316470;São Sebastião do Paraíso;MG;20312.0;25733.0;8329.0;6104.0;3542.0;2383.0
316480;São Sebastião do Rio Preto;MG;420.0;510.0;196.0;159.0;139.0;94.0
316490;São Sebastião do Rio Verde;MG;553.0;786.0;320.0;224.0;127.0;103.0
316500;São Tiago;MG;3079.0;3945.0;1422.0;964.0;647.0;423.0
